genres,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,popularity
lilith,238434.5469,0.411336719,0.544595493,0.497366995,0.024840152,0.168005042,-9.979663371,0.046768068,121.4906445,0.457016386,1,9,44.88656556
liquid funk,277078,0.111950769,0.545269231,0.714192308,0.265813218,0.227512821,-8.491423077,0.112239744,135.9835641,0.432971795,1,11,44.83333333
lithuanian folk,193773,0.973,0.339,0.121,0,0.63,-15.457,0.0311,105.446,0.164,1,9,1
liverpool indie,200127.5714,0.001755879,0.429071429,0.919,6.14E-06,0.273478571,-5.046714286,0.068285714,150.1491429,0.574571429,1,4,52.28571429
livetronica,315107.4751,0.149286718,0.655517033,0.632817582,0.311549297,0.218289927,-7.680222985,0.071355485,117.2505772,0.478389762,1,10,49.41501832
lldm,146800,0.942,0.584,0.0857,0,0.144,-23.725,0.0441,93.517,0.475,1,3,52
lo star,198769.75,0.25175,0.551,0.78675,0.000129575,0.15525,-8.07825,0.071475,128.0535,0.68725,1,2,44
lo-fi,241004.2068,0.28820166,0.483802626,0.636706478,0.245644126,0.198722601,-9.574887858,0.060871227,124.3549624,0.496798341,1,9,40.72144267
lo-fi beats,151613.956,0.635158209,0.686842999,0.350460972,0.299816658,0.164233465,-12.82786264,0.163043183,102.5044621,0.463861444,1,6,60.6709102
lo-fi chill,229177.859,0.585203205,0.586166667,0.47269359,0.005659658,0.219117308,-10.85703526,0.263598077,93.80040064,0.558647436,1,6,36.08333333
lo-fi house,162371,0.38545,0.7645,0.275,0.9575,0.1681,-11.839,0.09135,83.185,0.383,1,7,68
london rap,179677.6667,0.153335833,0.722333333,0.5585,0.002408067,0.131366667,-7.435833333,0.1726,110.1353333,0.5111,1,0,68
louisiana blues,207160.0567,0.555966395,0.630509943,0.496173867,0.099794433,0.18374846,-11.75997701,0.051193436,116.5079043,0.719637565,1,7,32.11773333
louisiana metal,318276.3333,0.009198988,0.341416667,0.847958333,0.272323333,0.205291667,-6.409166667,0.0834,122.1355417,0.32575,1,2,36.29166667
louisville indie,263534.45,0.271815479,0.454409375,0.61225625,0.231354894,0.130794688,-8.287946875,0.080085625,142.5214594,0.302064063,1,2,50.890625
lounge,191606.984,0.727253353,0.463557307,0.347124229,0.270640295,0.196040347,-12.99380576,0.053548535,112.8579774,0.475888718,1,5,23.39166309
louvor,189093,0.404,0.422,0.364,0,0.206,-7.733,0.0264,107.268,0.216,1,5,42
lovers rock,237228.4328,0.191480572,0.734020771,0.560166934,0.033787238,0.145699257,-9.042794553,0.147078084,116.8025135,0.767121354,1,10,43.79876597
luk thung,176025.2,0.036263533,0.449,0.706466667,0.3174,0.249853333,-6.500866667,0.04484,139.4592667,0.714666667,1,8,25
lullaby,150863.1171,0.865511934,0.497523045,0.105089898,0.642462995,0.137043807,-20.01453992,0.062558333,101.9741992,0.359009877,1,0,56.64238683
lund indie,230047,0.7005,0.43,0.4155,0.2809,0.1775,-10.444,0.03335,128.666,0.32395,1,9,38
lute,94627,0.901,0.329,0.196,0.915,0.094,-23.528,0.0428,118.937,0.92,1,5,29
madchester,246590.5712,0.059939275,0.54111528,0.768813494,0.118785856,0.215868244,-8.416221222,0.046164877,120.4460429,0.64037824,1,2,46.92259158
magyar,733455.6667,0.648166667,0.597,0.245166667,0,0.2145,-20.75933333,0.8545,93.50283333,0.314333333,1,7,0.666666667
magyar alternative,733455.6667,0.648166667,0.597,0.245166667,0,0.2145,-20.75933333,0.8545,93.50283333,0.314333333,1,7,0.666666667
maine indie,328076.8333,0.598333333,0.521833333,0.329333333,0.003882973,0.145,-9.817333333,0.04695,128.8683333,0.386166667,1,4,45.83333333
mainland chinese pop,280993.6667,0.545333333,0.541166667,0.460333333,0,0.145,-8.727166667,0.033133333,119.7595,0.293666667,1,2,55.83333333
makossa,429529.1111,0.393655556,0.698888889,0.600777778,0.365172556,0.088544444,-9.428333333,0.0536,117.9996667,0.871222222,1,7,35.77777778
malaysian indie,197938,0.67,0.426,0.397,0,0.109,-9.089,0.0546,87.424,0.335,0,4,56
malaysian mandopop,276905.4667,0.605233333,0.499966667,0.480566667,4.32E-07,0.1412,-7.690566667,0.031423333,114.3483333,0.254166667,1,7,52.46666667
malaysian pop,248351.6667,0.129203333,0.511833333,0.623166667,0.016473963,0.162583333,-6.150833333,0.039933333,144.1298333,0.204266667,0,9,54.83333333
malian blues,374996.4,0.570233333,0.521633333,0.340233333,0.176325533,0.159443333,-13.88636667,0.041703333,125.0358667,0.551333333,1,7,48.66666667
mallet,463729.3889,0.910055556,0.316055556,0.241788889,0.192614444,0.108927778,-17.28494444,0.042827778,93.41183333,0.249033333,0,11,26.83333333
malmo indie,247572,0.00768,0.611,0.742,0.831,0.232,-7.402,0.0445,103.039,0.343,1,7,50
mambo,206148.4663,0.630636404,0.600815612,0.581927842,0.351952226,0.170394853,-9.751655568,0.062492646,118.7542364,0.730657437,1,7,23.19718925
manchester hip hop,225628,0.17428,0.7732,0.6928,7.92E-07,0.19852,-6.3038,0.1023,138.1644,0.746,1,6,62.6
manchester indie,243973,0.000174,0.402,0.92,0,0.0807,-2.944,0.0408,139.793,0.297,1,2,44
mande pop,375887.02,0.57393,0.537473333,0.39269,0.143556622,0.168528333,-13.22531333,0.039636667,125.2094633,0.5855,1,9,45.58666667
mandolin,246896.3516,0.605633445,0.554501737,0.452596695,0.154830226,0.188443678,-12.01215092,0.061578342,125.2424242,0.603263754,1,7,42.0332493
mandopop,271987.3464,0.500482822,0.551890705,0.465007373,0.000167696,0.17656094,-8.715725701,0.032636334,121.4400219,0.344409153,1,7,52.84721004
mangue bit,217130.6667,0.383231111,0.654017778,0.619915556,0.004156393,0.176716444,-9.872657778,0.099991111,110.0380889,0.694093333,0,11,48.26222222
manila sound,256847.866,0.61808869,0.49312371,0.354876488,0.013393234,0.167930278,-13.15639127,0.03593379,117.1147681,0.317203373,1,5,42.85079365
manitoba indie,206275.6,0.510538,0.469116667,0.430546667,0.001845315,0.151943333,-10.75168333,0.0491,134.8387167,0.32525,1,11,42.71666667
mantra,242049.0054,0.800135034,0.522339456,0.35136585,0.193477266,0.211811973,-11.84789796,0.070369728,106.3529272,0.554579592,1,7,3.602721088
marathi pop,252757.3889,0.762851852,0.613203704,0.4029,0.236359813,0.150631481,-11.65496296,0.112766667,96.03677778,0.743222222,1,3,16.27777778
marching band,211758.3333,0.856888889,0.464222222,0.442888889,0.666223246,0.191666667,-14.30944444,0.044877778,118.9787778,0.548444444,1,3,9.777777778
mariachi,199835.1872,0.611822095,0.527964482,0.358586963,0.065916366,0.2196129,-9.898703186,0.043851295,123.7151146,0.658433283,1,0,32.42860627
mariachi cristiano,264060.5741,0.535340697,0.579674995,0.478007561,0.004126861,0.209843294,-9.481928227,0.035976211,136.4857517,0.51780561,1,0,44.17104975
marimba orquesta,165227,0.0526,0.687,0.663,2.11E-05,0.212,-7.044,0.0404,151.333,0.94,1,11,27
martial industrial,247551.3333,0.373266667,0.379333333,0.547333333,0.343333333,0.226666667,-10.74733333,0.034633333,108.1663333,0.409,0,4,37.33333333
mashup,237051.5,0.069517,0.6261,0.845375,0.176620095,0.1667225,-4.936275,0.0909925,99.736575,0.4842,1,6,51.725
math rock,268300.125,0.301419731,0.50546875,0.5167,0.2511725,0.159453125,-12.49628125,0.13941875,120.9294688,0.393765625,1,7,38.28125
mathcore,158724.3333,0.001777867,0.2975,0.9695,0.004968167,0.23195,-3.958,0.227666667,163.706,0.219166667,0,9,42.83333333
mbalax,331115.3333,0.450266667,0.487833333,0.482666667,0.144830497,0.1753,-10.48583333,0.031383333,143.3528333,0.523666667,0,1,44.33333333
medieval,136072,0.995,0.533,0.00444,0.796,0.111,-29.472,0.0604,80.919,0.176,1,8,0
medieval folk,268704.498,0.496793467,0.43151634,0.419619935,0.173291658,0.159951185,-10.54955147,0.042296977,103.3829481,0.275213971,1,7,37.99918301
medieval rock,292485.4286,0.0290726,0.467142857,0.797285714,2.87E-05,0.121414286,-6.767285714,0.0591,130.8271429,0.511714286,0,11,58.71428571
meditation,386309.1263,0.71883432,0.266427624,0.185446748,0.606315331,0.117436124,-20.52425808,0.044270461,95.50620458,0.142500835,1,2,44.99145537
melancholia,247481.4404,0.470837506,0.500961842,0.45299428,0.193201761,0.164294704,-11.83250699,0.045897258,119.783241,0.412535008,1,9,44.94490358
melbourne bounce,214412.2407,0.037679926,0.7125,0.81187037,0.063402706,0.265255556,-5.061388889,0.078166667,120.8845926,0.545796296,1,5,58.5
melbourne bounce international,217944.2963,0.054662685,0.730273148,0.748217593,0.105194699,0.218874074,-6.561680556,0.092277778,125.28675,0.566050926,1,5,49.375
melbourne indie,312227,0.00149,0.443,0.737,0.0032,0.121,-4.509,0.0293,115.277,0.746,1,0,57
mellow gold,241178.2288,0.339747507,0.555494444,0.557771632,0.046132124,0.195452254,-10.72302325,0.053067626,119.3148154,0.581983231,1,9,38.33408453
melodic death metal,246044.3962,0.074987437,0.397174359,0.90419359,0.275927477,0.221888846,-5.074069231,0.084275897,127.5478654,0.337451026,1,3,46.73076923
melodic deathcore,232457.6538,0.032267552,0.448016484,0.954571429,0.115509429,0.174845055,-3.525758242,0.162470879,122.0047088,0.209231319,1,7,44.31318681
melodic dubstep,230173.5179,0.112564248,0.523873377,0.743975649,0.185432302,0.183198701,-5.052488636,0.078343182,132.2663523,0.184685065,1,2,51.47727273
melodic groove metal,295572.2955,0.00177078,0.368590909,0.94525,0.019105407,0.172993182,-5.382977273,0.143590909,141.9098636,0.24795,1,7,50.77272727
melodic hard rock,261481.5606,0.115389664,0.483772727,0.737757576,0.046434133,0.2428,-8.303151515,0.044545455,124.476803,0.324054545,1,7,42.42424242
melodic hardcore,186663.7314,0.028842323,0.422593311,0.885635225,0.039476319,0.252477391,-5.902807759,0.088382605,130.6212222,0.494067729,1,4,43.3858854
melodic metal,275780.42,0.108341928,0.43851,0.8094,0.07908438,0.233762,-6.39626,0.068539,136.0958,0.39564,1,10,46.46
melodic metalcore,233520.8192,0.058822497,0.420615359,0.892209883,0.088929396,0.226745889,-5.073060888,0.117343509,128.3394408,0.314971383,1,7,46.03197898
melodic rap,201703.4166,0.177528324,0.73288858,0.612468921,0.019175646,0.158661374,-7.320603768,0.16095289,125.5121169,0.474627098,1,1,60.65897787
melodic thrash,269047.7794,0.001400286,0.345060922,0.951278725,0.089128754,0.177447348,-5.136715278,0.11633447,146.9358617,0.331358239,1,7,42.61647727
meme rap,165242.1488,0.258654374,0.776839866,0.590472999,0.05197014,0.182923018,-9.12344652,0.262208631,122.5855951,0.53313236,1,1,62.83282509
memphis americana,205069.2,0.22822,0.602,0.6141,0.00031541,0.09599,-9.21,0.03566,107.1537,0.5175,1,11,37.3
memphis blues,200754.1876,0.689294749,0.602483828,0.435102878,0.101165695,0.151665387,-11.84899369,0.071422312,118.9975214,0.674163168,1,2,19.40159378
memphis hip hop,251544.1608,0.083541563,0.787008846,0.737059112,0.004452385,0.184529108,-5.80701205,0.209156322,129.7064556,0.585795323,0,1,45.29872075
memphis soul,233336.5219,0.430040002,0.577976273,0.44890398,0.117837529,0.188023314,-11.76155698,0.047390844,124.1231483,0.658653281,1,0,30.02409118
mento,149919.2444,0.9446,0.686066667,0.514483333,0.061056422,0.225955556,-8.791433333,0.130903333,103.9474333,0.875133333,1,5,11.64444444
merengue,258631.5229,0.401977913,0.698529386,0.71314821,0.019353808,0.150646724,-8.272269761,0.084603764,133.9746961,0.849584685,1,5,36.23819787
merengue tipico,269823.9965,0.299999218,0.632684559,0.738436461,0.00947989,0.110296196,-7.477221964,0.119198408,149.4121484,0.862453085,1,9,34.80128205
merseybeat,166787.7078,0.414730859,0.535046205,0.565475235,0.037651652,0.187123118,-9.751908481,0.054584568,121.8051328,0.669231579,1,7,34.07084071
messianic praise,262748.5,0.6565,0.327142857,0.261085714,0.000223087,0.447928571,-16.91057143,0.040457143,127.4843571,0.292357143,1,7,45.42857143
metal,270221.177,0.042422864,0.382376436,0.854478168,0.200609719,0.231645661,-7.497374168,0.086485408,128.2182813,0.36561087,1,9,41.38702146
metal guitar,272305.2467,0.082897218,0.392369048,0.797827857,0.400351278,0.215184286,-9.364866667,0.084353167,127.7621207,0.297914286,1,6,38.78928571
metalcore,227134.6093,0.064753924,0.422694711,0.881227135,0.059242873,0.212145644,-5.001606976,0.114013362,129.5726291,0.325873312,1,7,46.06439692
metropopolis,241362.0354,0.185840456,0.58667022,0.683367319,0.094807335,0.166618894,-6.762344276,0.059729676,125.396181,0.440065125,1,5,53.72526916
mexican classic rock,223757.0888,0.420627348,0.5385006,0.558969349,0.165870615,0.174632691,-11.30011456,0.050730924,124.4777281,0.680634742,1,7,33.93629653
mexican classical,177064.8947,0.986052632,0.456263158,0.063083158,0.769705263,0.120042105,-27.25857895,0.051015789,96.36968421,0.438789474,1,9,1.315789474
mexican electronic,267645.0476,0.038456286,0.883285714,0.683857143,0.040387445,0.166995238,-11.4412381,0.110980952,121.123,0.81152381,0,7,40.14285714
mexican hip hop,258294.5797,0.1183079,0.774896597,0.670790858,0.008457044,0.162689708,-5.88050292,0.144993205,107.5234672,0.657583849,1,8,51.66962219
mexican indie,245164.9852,0.260660667,0.653790741,0.632284259,0.004799883,0.217071296,-8.012294444,0.047168333,121.9312213,0.545994444,1,9,60.9287037
mexican pop,234076.7254,0.329482881,0.64486454,0.608410125,0.008897643,0.188042003,-7.738077387,0.057000455,126.849264,0.54324894,1,7,55.38774573
mexican pop punk,313933,0.00885,0.568,0.734,1.29E-06,0.162,-4.108,0.0279,99.993,0.642,1,10,62
mexican rock,246789.654,0.156773119,0.589250838,0.727802131,0.036304133,0.202693593,-7.367966143,0.064392954,133.6689915,0.606758157,1,7,54.36477612
mexican rock-and-roll,171515.2173,0.647786417,0.520552546,0.46881666,0.021344473,0.189780997,-10.57703513,0.042342748,116.1465683,0.641581624,1,7,36.82206827
mexican son,171286.3333,0.67447619,0.381714286,0.625333333,0.665431429,0.286457143,-9.652047619,0.066214286,112.0494286,0.803904762,1,10,9.238095238
mexican traditional,161284.7857,0.632442857,0.724285714,0.495285714,0.000185536,0.151435714,-7.832857143,0.069357143,142.943,0.929,1,11,24.78571429
miami bass,245870.1583,0.034942751,0.812905148,0.61618126,0.032272924,0.185011725,-12.54779404,0.168910274,129.3918426,0.622746737,1,7,38.84293592
miami hip hop,219859.5503,0.144658602,0.725405763,0.675684209,0.007471891,0.24384467,-7.382131688,0.196597879,122.421717,0.522487286,1,1,52.97643524
miami indie,223970.2222,0.061111111,0.396555556,0.719888889,0.004143333,0.147411111,-5.532,0.048677778,83.878,0.613777778,1,11,49.11111111
miami metal,212582.6,0.00365212,0.5398,0.8654,0.0455344,0.2244,-4.3214,0.05826,98.587,0.4572,0,10,53.6
michigan indie,297237.5,0.468,0.527,0.7795,0.02005695,0.13675,-9.392,0.1412,109.7695,0.585,1,2,35.5
microhouse,318263.1375,0.420415127,0.531430211,0.458683088,0.637586649,0.13977,-13.53245439,0.053306702,115.5191737,0.273064912,0,1,46.33298246
microtonal,1644773.333,0.842666667,0.260833333,0.375333333,0.807333333,0.138666667,-14.736,0.045166667,130.8176667,0.081333333,1,7,25.33333333
middle earth,173864.7483,0.868751812,0.221565846,0.093871218,0.279223124,0.111595872,-25.26101123,0.036033919,90.6395928,0.214668083,0,7,50.10816498
middle eastern traditional,299907.5,0.988583333,0.274291667,0.55575,0.611854167,0.447291667,-9.445,0.062141667,84.36704167,0.398833333,1,2,0
midwest americana,242835.55,0.27735655,0.43895,0.57935,0.002605263,0.2163,-6.8474,0.04723,114.092,0.4482,1,3,47.35
midwest emo,205073.5755,0.065381722,0.455667535,0.741876736,0.075117791,0.187463455,-7.064144097,0.070982986,131.3262422,0.498028299,1,1,45.77777778
military cadence,152108.7692,0.797923077,0.540307692,0.303176923,0.008796742,0.225823077,-11.56630769,0.039430769,112.3292308,0.554615385,1,0,19.30769231
military rap,189129.1852,0.248831111,0.713190741,0.557009259,0.296333869,0.248238889,-9.616038889,0.133330741,130.4728685,0.519164815,1,9,56.48703704
milwaukee indie,211696.6667,0.460897333,0.693333333,0.544666667,0.117432667,0.122833333,-9.399,0.037183333,97.207,0.3595,1,8,53
mindfulness,121538.75,0.602416667,0.223591667,0.827010317,0.912916667,0.82725,-21.70275,0.0469,73.66933333,0.004885833,0,1,62.33333333
minecraft,199394.7476,0.345032762,0.584457143,0.533347762,0.302175933,0.121819048,-12.04109048,0.101896667,116.5598143,0.371625238,1,11,56.14285714
minimal tech house,287486.6,0.340516833,0.648044444,0.591922222,0.391313333,0.295211111,-10.27237778,0.060378889,123.8227778,0.478182222,1,6,48.33333333
minimal techno,336747.9833,0.406345925,0.625927778,0.436647222,0.78732,0.146256944,-13.70742778,0.051444722,120.4130278,0.257599722,1,7,44.5
minimal wave,280981.4242,0.032591376,0.635212121,0.717818182,0.401070079,0.310936364,-9.428060606,0.063242424,130.1249394,0.424915152,0,6,31.81818182
minimalism,429312.0593,0.859200421,0.32330346,0.187835879,0.623422536,0.115796636,-23.1285314,0.047724604,99.74819903,0.228315526,1,7,38.35073815
minneapolis indie,242136.8086,0.253643488,0.607140432,0.642489198,0.158284692,0.169758488,-8.065118827,0.082519907,129.0907639,0.547892901,1,9,29.53240741
minneapolis punk,178991.1667,0.00072259,0.333166667,0.9325,0.144944105,0.2875,-5.357,0.1439,155.0813333,0.459833333,1,11,40.16666667
minneapolis sound,328093.3029,0.192152247,0.713174974,0.577971092,0.093102771,0.174232624,-11.12332387,0.054369783,119.8090001,0.671604316,1,11,38.57240748
minnesota hip hop,218941.5647,0.19227123,0.721036,0.670470996,0.002050752,0.17895276,-6.036933547,0.203609278,113.8771301,0.573686018,1,8,49.9767094
mississippi indie,240846.3333,0.345733333,0.608,0.555333333,0.0030518,0.139333333,-9.090666667,0.091,114.632,0.331666667,1,11,48
mizrahi,240830.7619,0.262733333,0.244238095,0.549314286,0.176452381,0.095,-11.31928571,0.043057143,89.27757143,0.460461905,0,0,37.14285714
mluvene slovo,202560,0.674,0.493,0.588,3.78E-06,0.128,-5.821,0.0574,147.049,0.731,0,5,0
mod revival,198783.6944,0.085860013,0.439986111,0.754958333,0.015823736,0.261752778,-8.166041667,0.058390278,149.7278472,0.635152778,1,4,38.38888889
modern alternative rock,231443.7787,0.112057621,0.555549844,0.747895787,0.062157541,0.187461434,-5.945811333,0.067582595,122.6428021,0.486961947,1,2,55.21217374
modern big band,500647,0.33845,0.468,0.6405,0.1302995,0.2595,-9.365,0.09115,123.6515,0.62,1,8,37.5
modern blues,303081.3885,0.330254726,0.543723393,0.575920919,0.091564916,0.219951009,-9.550459353,0.048058983,119.6256857,0.565130111,1,9,41.70296712
modern blues rock,265694.3952,0.180352639,0.506984138,0.693451343,0.077998779,0.222728675,-6.706245042,0.063233558,118.1968048,0.51393046,1,7,48.88582243
modern bollywood,281345.7786,0.498764091,0.63489427,0.528631053,0.070674629,0.174097261,-9.727938359,0.087903021,106.7811358,0.63045934,1,7,35.35999681
modern country rock,223744.5381,0.212357405,0.573833216,0.698284969,0.029737937,0.190463214,-6.267547054,0.063948358,122.6949353,0.541466239,1,7,52.22210919
modern dream pop,253464.7081,0.341909053,0.528752882,0.627439937,0.364020675,0.137918709,-8.425554261,0.035806942,122.6325858,0.483554837,1,2,50.04649123
modern folk rock,270528.2886,0.382705871,0.570517697,0.573151044,0.082185577,0.165151595,-8.614584198,0.05038549,122.2121155,0.526335132,1,0,49.92062586
modern free jazz,157889,0.961,0.308,0.308,0.824,0.187,-12.95,0.0395,116.145,0.355,1,2,0
modern funk,298974.5558,0.237490016,0.677756631,0.657199299,0.359741608,0.16089568,-8.908387523,0.064398705,114.7360759,0.680392321,1,0,43.3251222
modern hard rock,231131.6976,0.070653482,0.527744048,0.735970238,0.011674791,0.208533214,-6.857780952,0.053923869,112.4531982,0.493026786,1,11,46.3125
modern jangle pop,179658,0.354,0.794,0.476,0.00307,0.332,-4.337,0.0558,129.827,0.471,0,2,60
modern jazz piano,367197.5495,0.688065934,0.479098901,0.185448352,0.641402544,0.170645055,-21.13643956,0.079946154,90.95623077,0.205520879,1,3,49
modern jazz trio,349993.6944,0.718138889,0.482555556,0.321280556,0.839388889,0.147988889,-16.22377778,0.049152778,120.9952778,0.313183333,1,0,45.33333333
modern old-time,232196.3667,0.634613333,0.5985,0.658133333,2.89E-05,0.28994,-7.582566667,0.07663,115.9482333,0.805433333,1,4,46.7
modern performance,402460,0.8336,0.3209,0.19841,0.60764176,0.13489,-21.334,0.04076,118.837,0.21369,1,10,30.7
modern power pop,191656.2103,0.093989516,0.482713689,0.779146018,0.166286228,0.246569608,-6.151222093,0.044586594,125.3009399,0.52342534,1,9,45.86104143
modern psychedelic folk,386360,0.0555,0.798,0.748,0.105,0.0615,-12.163,0.036,122.429,0.896,0,11,55
modern reggae,250015.7026,0.212854103,0.704663283,0.590281822,0.013271095,0.171553255,-7.695807876,0.202564243,120.1194146,0.699715187,1,7,46.93323602
modern rock,234262.5213,0.143461977,0.537522359,0.722891824,0.071519576,0.190323293,-6.47612661,0.06407961,125.0786669,0.48305071,1,7,52.91214905
modern salsa,292198.9224,0.399510359,0.652390523,0.680136983,2.89E-05,0.159375967,-7.587049837,0.05427195,110.9081217,0.811828894,1,5,47.53159041
modern samba,193943.25,0.5345,0.71025,0.43125,1.15E-05,0.09655,-12.291,0.0605,130.53375,0.80775,1,7,36.25
modern ska punk,198176.5233,0.100045181,0.54279637,0.823074186,0.049178377,0.226479259,-5.693368002,0.086570776,127.1303757,0.688920729,1,0,41.34039096
modern southern rock,261569.267,0.110825469,0.550939708,0.713386396,0.043306871,0.184544443,-6.522395655,0.052794291,117.9682564,0.565652137,1,11,45.2954416
modern string quartet,278757.037,0.301324444,0.362,0.629511111,0.260822222,0.174185185,-8.18962963,0.04692963,147.032037,0.222422222,1,0,42.2962963
modern swing,186553.75,0.701,0.612,0.54175,0.42110875,0.376175,-11.97425,0.061175,117.969,0.746,1,6,2
modern uplift,202718.9091,0.046690909,0.515272727,0.860272727,0,0.149763636,-3.206181818,0.058845455,148.7606364,0.599272727,1,10,58
modular synth,1093822.333,0.765,0.268,0.232,0.901666667,0.423333333,-20.48666667,0.039766667,124.5166667,0.035866667,1,5,27.66666667
moldovan pop,229388.4,0.113546667,0.784,0.880066667,0.006746667,0.072993333,-4.528733333,0.039,128.8548667,0.577133333,1,0,51.4
mollywood,244124.875,0.823625,0.617625,0.239925,0.000779325,0.1545625,-11.94775,0.336175,102.79575,0.567,1,5,11.625
monastic,172594.0442,0.899888515,0.255590243,0.190624192,0.27433966,0.162510415,-21.827293,0.053175588,102.6694127,0.151353511,1,9,32.86232493
mongolian pop,244349,0.172,0.565,0.968,0,0.284,-1.965,0.235,170.026,0.682,0,10,52
monterrey indie,228581,0.206,0.506,0.614,0.0205,0.0889,-4.628,0.0312,99.783,0.371,0,5,6
montreal indie,227201.6852,0.296016296,0.71787037,0.5495,0.033095219,0.25262963,-8.485203704,0.129944444,93.48916667,0.458422222,1,7,56.59259259
moog,189997.0853,0.683078009,0.466515521,0.401344372,0.525061384,0.141347624,-16.45599303,0.067252036,123.2200504,0.546103513,1,1,23.54051677
moombahton,235146.0016,0.064390494,0.674051771,0.81617127,0.167189798,0.223137445,-4.522116369,0.082076552,122.9241395,0.534568146,1,7,56.25529353
moravian folk,159552,0.914,0.365,0.247,0.00593,0.56,-10.872,0.0444,178.493,0.657,1,10,0
morna,270966.75,0.77875,0.61775,0.455,0.0002308,0.146575,-11.742,0.035875,108.6985,0.607,1,4,53.5
moroccan pop,215781,0.0789,0.656,0.729,0,0.133,-4.223,0.0765,95.974,0.438,0,5,63
motivation,329012.7188,0.675996094,0.639640625,0.285730469,6.38E-06,0.204157812,-19.1575,0.833109375,95.14323828,0.573107031,1,6,20.25
motown,232237.1097,0.400691898,0.596080286,0.542918499,0.039204976,0.187807353,-10.37186958,0.05685301,116.9031979,0.668084239,1,0,35.53918372
mountain dulcimer,186543.0262,0.940216587,0.403889423,0.091494385,0.000596996,0.239483365,-21.11458293,0.054503293,107.7121411,0.338089904,1,7,9.2625
movie tunes,178027.5642,0.701362522,0.483516176,0.365591403,0.064741677,0.209040421,-13.48493546,0.09680766,111.2890344,0.464665247,1,0,42.72517136
mpb,212623.6205,0.504978944,0.572517531,0.52096504,0.061222608,0.189047551,-11.12751319,0.061346247,118.0327217,0.630799352,1,9,40.90558143
music box,116951.3333,0.483333333,0.754666667,0.639,0.000222933,0.099866667,-9.252333333,0.0787,107.3616667,0.508,1,4,51.33333333
music hall,213475.5091,0.943337662,0.685454545,0.369137143,0.203985909,0.298412987,-14.03477662,0.222811429,113.7710182,0.778054545,1,0,10.14805195
musica afroperuana,301427,0.59,0.691,0.805,0,0.0975,-6.81,0.0947,142.503,0.866,0,2,65
musica antigua,157492.5,0.995,0.521,0.12522,0.879,0.1265,-24.856,0.07245,98.515,0.5015,1,4,0
musica aragonesa,265874.72,0.13715072,0.50224,0.83328,0.025882526,0.187984,-5.28132,0.045292,136.79572,0.51232,0,11,48.2
musica ayacuchana,270380,0.681,0.589,0.7795,5.57E-05,0.135,-5.186,0.0375,125.593,0.733,1,7,45.5
musica canaria,187229.1667,0.491166667,0.785166667,0.6255,0.002166667,0.075666667,-5.258666667,0.105983333,107.3621667,0.675666667,1,6,75.33333333
musica de fondo,202796,0.99,0.156,0.11,0.991,0.104,-24.097,0.0412,68.262,0.0382,1,0,53
musica infantil,265086.5,0.258,0.7075,0.7665,0.000555775,0.2297,-12.2205,0.1035,138.4395,0.808,1,1,41.5
musica infantil catala,124133,0.0063,0.605,0.826,0.881,0.0614,-6.837,0.0427,144.07,0.568,1,8,42
musica jibara,164644.3333,0.744833333,0.610166667,0.472166667,7.30E-05,0.136583333,-7.8965,0.042766667,125.796,0.8175,0,7,9.833333333
musica llanera,226242.8456,0.666018382,0.620419118,0.430639706,0.008429657,0.107623897,-11.14979044,0.058230147,123.1000919,0.672595588,1,7,36.40808824
musica nativista,162554.4,0.9602,0.6442,0.4242,0.9138,0.1648,-13.1112,0.04138,85.5988,0.8036,1,8,4
musica para ninos,110927,0.429666667,0.440333333,0.2780067,0.269666667,0.159366667,-12.446,0.060333333,80.23,0.547666667,1,5,38.66666667
musica piemonteisa,200673,0.968,0.452,0.4015,0.01405,0.2097,-11.518,0.1413,157.2175,0.7485,1,8,2
musica popular paraense,200417.2167,0.5945,0.54055,0.502133333,0.00123931,0.233506667,-9.363266667,0.066073333,131.21305,0.464866667,1,6,43.33333333
musica potosina,221767.8571,0.252080952,0.714690476,0.69052381,0.001851957,0.123054762,-5.447261905,0.045116667,99.59735714,0.775857143,1,7,43.57142857
musica prehispanica,127637.6667,0.973833333,0.5855,0.361333333,0.358566667,0.362166667,-19.287,0.318966667,119.1571667,0.800833333,1,7,2.333333333
musica sarda,182733.3333,0.866333333,0.587,0.316666667,0.000231357,0.0937,-13.74766667,0.290933333,130.2723333,0.828,0,7,44.33333333
musical advocacy,324933,0.1765,0.5635,0.5445,1.67E-05,0.08685,-11.0955,0.0399,93.996,0.3205,1,4,58.5
musikkorps,176424.5,0.861,0.643166667,0.6155,3.56E-05,0.246666667,-7.346,0.0402,115.9236667,0.590166667,1,3,27.33333333
musique concrete,318986.6667,0.694,0.480333333,0.285,0.0283434,0.462333333,-15.92766667,0.091866667,102.6173333,0.332666667,1,0,10.66666667
musique guadeloupe,229333,0.0527,0.776,0.656,0.565,0.0445,-14.316,0.0341,99.981,0.966,1,4,24
musique peule,266931,0.016,0.478,0.704,0,0.09,-8.271,0.0471,149.903,0.228,0,1,56
musique pour enfant quebecois,45004,0.773,0.782,0.344,0,0.0848,-7.504,0.0582,134.746,0.953,1,3,46
